"car_ids","market_ids","make","model","firm_ids","Genmodel_ID","Viz1","Viz2","Viz3","Viz4","Viz5","Viz6","Viz7","Viz8","Viz9","Viz10","Viz11","Viz12","Viz13","Viz14","Viz15","Viz16","Viz17","Viz18","Viz19","Viz20","clustering_ids","shares","quantity","trend","prices","mpg","hp","Gas_emission","wt","len","wid","Engine_size","Fuel_Type","hpwt","eswt","space","mpd","region","demand_instruments0","demand_instruments1","demand_instruments2","demand_instruments3","log_s_s0"
"4_11_2013",2013,"Alfa Romeo","Giulietta",5,"4_11",-0.656368027,1.707813253,0.130589226,-2.422419656,0.15854821,0.338841703,2.352596071,-1.42861703,0.661170275,-0.322150828,0.893472507,0.3503569,0.437269874,1.450549113,-1.031363005,-0.400490608,1.130091476,0.407080348,-0.804271525,2.141168799,188,0.000121592,3.242,5,17.360625,4.4,118,1.49,282.19136,4351,1798,1368,"Petrol",0.41815596338598,0.48477742195934,1.21258392475481,0.731553902596064,"Italy",0.154980819790893,4.7096,5.8541159559835,243.3101,-8.93659460065448
"4_11_2014",2014,"Alfa Romeo","Giulietta",5,"4_11",0.419717633,-1.096154127,-0.028924571,1.145213539,-0.498039431,1.599730683,-1.695318605,1.03373647,-0.569733087,0.673215703,-0.514052144,-0.054393628,-0.447217741,0.140622062,1.113356579,0.71027436,-0.070596525,-0.825347362,-1.474262138,1.674019395,188,0.000119922,3.206,6,18.305,4.5,118,1.44,282.19136,4351,1798,1368,"Petrol",0.41815596338598,0.48477742195934,1.21258392475481,0.77687776503454,"Italy",0.216136328161599,3.9816,6.810636682129,271.1091,-8.94327943554621
"4_11_2015",2015,"Alfa Romeo","Giulietta",5,"4_11",-0.416928956,0.92283935,0.572174274,1.691219316,-0.010872141,0.318151232,1.437035481,-0.647983138,0.148201616,0.58995061,-0.600302311,0.355354845,1.029677383,-0.138410075,1.176394446,2.846651726,-1.393403213,2.767717649,-0.125475587,1.247518897,188,0.000111625,3.019,7,18.305,4.5,118,1.44,282.19136,4351,1798,1368,"Petrol",0.41815596338598,0.48477742195934,1.21258392475481,0.891513037279399,"Italy",0.170732864551343,3.9837,7.86949509918117,299.3948,-9.00975353463776
"4_11_2016",2016,"Alfa Romeo","Giulietta",5,"4_11",-1.940259315,0.32988092,-1.098430766,1.113613256,-0.111038736,-0.610880794,1.89229807,0.214361259,-0.697356572,-0.615305225,0.501085806,-0.333079379,0.054522912,0.629377419,-0.354129057,-0.20007676,-1.073072849,1.867823583,-1.20175541,1.203510753,188,0.000101922,2.763,8,18.433135,4.5,118,1.44,282.19136,4351,1798,1368,"Petrol",0.41815596338598,0.48477742195934,1.21258392475481,0.902253710945209,"Italy",0.348140992624755,3.4804,8.2559875542707,309.1086,-9.09903374610683
"4_11_2017",2017,"Alfa Romeo","Giulietta",5,"4_11",-0.359690624,-0.711403056,-2.000105734,-0.240051595,2.152808906,-0.571463006,0.173877411,1.139109152,-0.377769102,0.313911847,0.117248941,-0.365676707,0.382398439,0.006434742,-0.136170682,-0.101719765,0.77612555,1.633944612,-1.606732725,2.897140725,188,5.46e-05,1.486,9,20.91265,3.28,118,1.64,282.19136,4351,1798,1368,"Petrol",0.41815596338598,0.48477742195934,1.21258392475481,0.593800444818014,"Italy",0.387982026961044,31.8935,7.47977747403185,867.65,-9.7316371603645
"4_12_2008",2008,"Alfa Romeo","GT",5,"4_12",1.146449471,1.178643816,1.253510075,-1.767681755,2.116203068,-0.402335722,-0.429105885,0.092525759,-0.649126295,0.085424577,-0.910293657,-0.733171779,0.87465261,1.032765855,-0.468436302,-0.345000827,-0.617580169,-0.293210853,0.176052353,-1.387150786,189,2.84e-05,0.734,0,17.190712,3.3,140,2.02,284.39598,4489,1763,1747,"Petrol",0.492271374581314,0.614284350995397,1.2266903632026,0.800963336875439,"Italy",0.423054934139454,13.09,6.84707856208997,237.61,-10.4102357788769
"4_12_2009",2009,"Alfa Romeo","GT",5,"4_12",1.139401811,1.406972986,0.57829894,0.489239033,0.309532797,1.024459942,0.458530198,-0.268800795,0.414212896,-0.187576307,-0.176754644,1.038647744,-0.145829238,0.908829285,-0.179850079,-1.03642182,0.219286957,-0.322128708,-0.761411337,-1.987527401,189,6.68e-06,0.174,1,17.576336,3.3,140,2.02,284.39598,4489,1763,1747,"Petrol",0.492271374581314,0.614284350995397,1.2266903632026,0.84165500824408,"Italy",0.486171625234033,15.77,8.36204770719748,330.01,-11.8547321414612
"4_14_2009",2009,"Alfa Romeo","MiTo",5,"4_14",-1.78558882,0.027874865,-0.109079669,-0.733969995,1.486912512,-1.175168024,0.580762312,-0.415878235,1.249709639,-0.167631376,-0.174840883,0.407402853,0.479585853,-1.406032951,0.352785447,1.985007365,-0.749492596,1.031969871,0.792033345,-0.598100704,190,0.000184202,4.797,1,10.54355,4.7,76,1.38,238.09896,4063,1720,1368,"Petrol",0.319195010343598,0.574551018618477,1.08319913625005,1.19872076931733,"Italy",0.540566585483092,18.57,10.5753207166161,335.61,-8.53781714748424
"4_14_2010",2010,"Alfa Romeo","MiTo",5,"4_14",-0.681364492,-1.351493865,-0.368423179,0.653085771,-0.465414569,-2.406436218,1.018446185,1.437363913,0.171257534,0.263573085,-0.426149719,1.058675895,0.819188312,-2.366087033,2.203420171,1.673766547,0.046567654,-0.285948211,-0.963616864,-0.025508747,190,0.000151563,3.977,2,10.88445,4.7,76,1.38,238.09896,4063,1720,1368,"Petrol",0.319195010343598,0.574551018618477,1.08319913625005,0.989242627780775,"Italy",0.0672762873413715,7.07,7.73531137692609,239.9669,-8.72934590588176
"4_14_2011",2011,"Alfa Romeo","MiTo",5,"4_14",2.261340735,-0.620585867,0.716190984,-0.227329629,-0.253499975,-1.491191325,1.586818467,0.550060943,0.337196463,0.64493352,1.183501092,2.105470871,0.181122464,0.372219423,-2.694657032,0.588420529,0.576366667,0.532573205,1.52938452,0.434873615,190,0.000120716,3.188,3,11.37145,4.7,76,1.38,238.09896,4063,1720,1368,"Petrol",0.319195010343598,0.574551018618477,1.08319913625005,0.829702739099904,"Italy",0.0266929946860152,4.44,7.98675144690064,195.9869,-8.95831449177915
"4_14_2012",2012,"Alfa Romeo","MiTo",5,"4_14",-0.780433363,0.260155374,0.96910818,1.015271851,1.387524222,-0.487472188,0.197054166,0.199883712,0.814332063,-2.53084119,0.044776176,-0.463477141,-2.373534915,0.306693994,0.991864833,-0.296870414,-0.212745697,0.457906586,1.260890926,-1.558829108,190,9.47e-05,2.521,4,12.45456,5,76,1.3,238.09896,4063,1720,1368,"Petrol",0.319195010343598,0.574551018618477,1.08319913625005,0.843096617694582,"Italy",0.0158534120721376,3.7316,9.31670899161161,255.2421,-9.19601943872334
"4_14_2013",2013,"Alfa Romeo","MiTo",5,"4_14",-0.290750691,-1.646853381,1.276201838,-1.522554455,-2.447061794,1.373406591,-2.120600234,1.170608721,-2.113276163,0.796075021,1.912060612,-0.076638528,-1.674450866,-0.000959473,-2.243246883,0.242688764,1.149517575,-0.682154145,0.26374601,1.39337839,190,6.75e-05,1.801,5,12.7656,5,76,1.3,238.09896,4063,1720,1368,"Petrol",0.319195010343598,0.574551018618477,1.08319913625005,0.831311252950073,"Italy",0.161786136854749,3.8216,8.76256976992957,238.6421,-9.52513818067016
"4_14_2014",2014,"Alfa Romeo","MiTo",5,"4_14",0.970013851,-1.434315527,-0.542262127,1.038078207,-1.681825139,0.062688657,0.703256726,-0.463034166,0.394118642,-2.702552862,-0.611586234,0.841929828,-0.48579782,0.410562212,-0.480695343,0.170657507,-1.40788023,-0.52242494,-1.333528673,-0.141427136,190,6.49e-05,1.734,6,12.96,5,76,1.3,238.09896,4063,1720,1368,"Petrol",0.319195010343598,0.574551018618477,1.08319913625005,0.863197516705045,"Italy",0.283974596748978,3.8416,10.1938491647012,246.8591,-9.55727334327662
"4_14_2015",2015,"Alfa Romeo","MiTo",5,"4_14",0.171244983,-1.126953209,0.209243763,-0.205568779,0.576418727,0.174625131,0.850077424,0.447798404,-0.047172425,-0.749884257,-0.3628972,1.227206443,-0.413692064,0.942952891,0.029437977,-0.797631663,-0.258790898,1.709228494,-0.184482309,0.219831215,190,5.89e-05,1.592,7,12.96,5,76,1.3,238.09896,4063,1720,1368,"Petrol",0.319195010343598,0.574551018618477,1.08319913625005,0.990570041421555,"Italy",0.224426172462234,3.7037,11.9546935160746,257.0448,-9.64905748317688
"4_14_2016",2016,"Alfa Romeo","MiTo",5,"4_14",-0.498019131,-1.121699663,1.411096276,-0.378752439,1.01036916,0.151498306,-1.574035058,-0.532315047,-0.320766956,0.085430249,-0.876394463,0.123045501,0.602710149,-0.633123893,-0.11811762,-1.721833936,-1.778751193,1.299636247,0.789773951,-0.731772327,190,5.33e-05,1.444,8,13.05072,5,76,1.3,238.09896,4063,1720,1368,"Petrol",0.319195010343598,0.574551018618477,1.08319913625005,1.00250412327245,"Italy",0.549574991225752,6.6304,13.0726936897175,257.7186,-9.74730522980026
"4_14_2017",2017,"Alfa Romeo","MiTo",5,"4_14",2.365361076,-0.4046686,0.893503943,1.225593884,1.366498526,-0.229888153,0.63231029,-0.247811785,-1.299865269,1.579457351,-1.111260592,0.09272218,0.523948273,0.268054546,0.169300877,0.21752712,-1.419989598,-0.080177531,0.45119386,0.072359813,190,2.59e-05,0.706,9,14.14512,5,76,1.3,238.09896,4063,1720,1368,"Petrol",0.319195010343598,0.574551018618477,1.08319913625005,0.90518360490551,"Italy",0.653150331236075,17.6175,11.7890541079614,246.1796,-10.4774280744099
"4_15_2008",2008,"Alfa Romeo","Spider",5,"4_15",0.050867418,-0.314413922,1.509349724,0.49901355,-0.290333475,-0.549867635,-0.736069681,-0.534359287,-1.024095144,-0.356667365,-0.697540804,0.011856711,0.575491791,0.949098835,-1.859472534,1.472456253,0.790701183,0.217053929,0.009385537,-0.362075457,191,2e-05,0.518,0,21.42063,3,182,2.18,331.79531,4393,1830,2198,"Petrol",0.54853096024775,0.662456621222283,1.24607828791735,0.728148488068581,"Italy",0.523622190291726,17.47,8.99577516284429,329.65,-10.76089265049
"4_16_2017",2017,"Alfa Romeo","Stelvio",5,"4_16",0.279585415,-0.684787051,1.149337072,0.001974952,-0.136744311,1.110687606,0.363825466,-0.373954498,-1.648878671,0.50235201,0.31756056,0.889354246,-0.03027488,0.352999424,-0.543114741,-0.178177396,1.428387902,0.20473792,-0.559230505,0.563726699,192,7.46e-06,0.203,9,34.98022,6,177,1.24,353.621048,4687,1903,2143,"Diesel",0.500535816521872,0.606015963167441,1.38250521311186,1.06186939723838,"Italy",0.421203279805542,55.5575,7.29858151812063,505.0196,-11.7221156288997
"4_4_2008",2008,"Alfa Romeo","159",5,"4_4",-0.797871143,0.049493278,0.708640969,0.486107059,-0.052584349,-0.27140589,0.119915654,1.144597252,0.413290084,-3.158226573,-1.077829652,-0.130196501,0.056738024,0.756209399,0.095142493,0.14825609,0.554213294,1.012326936,-0.592921023,-0.706953697,193,4.71e-05,1.218,0,15.521275,3.7,140,1.79,315.26066,4660,1828,1796,"Petrol",0.444076974272654,0.569687318424062,1.32036846673087,0.89804980195125,"Italy",0.397313828827788,10.61,6.10384508624596,175.93,-9.90435192302166
"4_4_2009",2009,"Alfa Romeo","159",5,"4_4",3.008545899,-0.151737235,1.157989296,0.72568688,0.41284597,0.269520038,-2.025016268,-0.667514961,0.335881231,1.557916832,0.934404735,0.920843386,-0.618407853,-1.303702403,-0.708226014,1.372283398,-0.409660727,0.021087039,0.098501428,-0.272554676,193,4.24e-05,1.104,1,15.86945,3.7,140,1.79,315.26066,4660,1828,1796,"Petrol",0.444076974272654,0.569687318424062,1.32036846673087,0.94367379712215,"Italy",0.423076358607067,11.37,7.58805080623999,239.21,-10.0067017667719
"4_4_2010",2010,"Alfa Romeo","159",5,"4_4",0.911728059,1.402698866,1.172978945,0.521291713,-0.12179937,0.577000298,-0.874756412,-0.276502104,1.13459661,-1.583182684,-0.382827056,1.593834688,-0.552591198,1.351773807,-0.763508582,0.2738709,-0.178158351,-0.825824103,0.331560012,-0.567299855,193,3.1e-05,0.813,2,18.488814,5.4,120,1.38,326.28376,4660,1828,1910,"Diesel",0.367778034677546,0.585380038528427,1.32036846673087,1.11435907698527,"Italy",0.0583111049953291,13.23,6.0393679579615,486.8849,-10.316360081492
"4_4_2011",2011,"Alfa Romeo","159",5,"4_4",0.793450584,0.832531304,1.208875302,-0.729301545,0.291663419,-0.164908209,0.078767993,1.538521686,-0.479405299,-0.133687173,-0.175708258,0.676285757,-0.413818624,1.01672115,0.770505404,-0.515144727,0.14892933,3.083586205,0.774358511,-0.236063901,193,1.96e-05,0.517,3,20.90759,5.5,136,1.34,328.48838,4660,1828,1956,"Diesel",0.414017689149309,0.595454852923565,1.32036846673087,0.933211470036468,"Italy",0.0590032833829852,7.96,5.52969653750807,414.9789,-10.7762256049271
"4_9_2008",2008,"Alfa Romeo","Brera",5,"4_9",-0.228869355,0.762103291,-0.492666994,1.889177468,-0.062787165,0.112948612,-0.225773153,-0.763040221,0.536881274,-0.86696768,-0.355025036,1.019027849,-0.539359544,-0.587141129,-0.073050504,-0.438238478,-0.435897225,-0.487469951,1.691248877,0.85938008,195,2.12e-05,0.548,0,19.72663,3,182,2.18,318.56759,4410,1830,2198,"Petrol",0.57130733229956,0.689963470546392,1.25090035276929,0.728148488068581,"Italy",0.5859380983136,17.47,10.2580959325194,329.65,-10.7026237423661
"4_9_2009",2009,"Alfa Romeo","Brera",5,"4_9",-1.753988397,-0.371555468,-0.708042686,0.432480868,1.338534757,-0.089536278,-0.14278281,-0.254099825,-0.765301841,-1.892867683,-1.684347358,-0.980824091,1.750145372,2.082314448,0.235724153,0.525498577,-0.863192425,-0.401160514,-1.455931584,-0.963980756,195,1.71e-05,0.445,1,22.396492,3,182,2.18,318.56759,4410,1830,2198,"Petrol",0.57130733229956,0.689963470546392,1.25090035276929,0.765140916585527,"Italy",0.720369171394417,21.8,11.9542403215603,446.62,-10.9147716655012
"40_1_2008",2008,"Jeep","Cherokee",2,"40_1",0.29689449,1.26037508,-1.74385615,0.999053374,2.041130618,-1.753502326,0.066029616,1.731165496,-2.914091398,0.036311974,-0.312023229,0.420812617,-1.8473936,0.668958024,0.32686297,-0.415180258,0.442213891,-0.056488274,-1.210521236,0.167982438,196,3.75e-05,0.97,0,20.98866,3.2,174,2.22,436.51476,4493,1839,2777,"Diesel",0.398611950716168,0.636175509849885,1.28071112958639,0.706949213714074,"United States",0.0402038618599588,0.979999999999999,6.71492196255822,277.26,-10.1322839910677
"40_1_2009",2009,"Jeep","Cherokee",2,"40_1",1.748130593,0.877685778,1.109683871,-0.560887702,-0.253165325,0.081293585,0.305349818,0.285720871,-0.203509473,1.343422086,-0.368747318,0.386838999,2.384414462,1.113092743,0.339647463,-0.516847126,-0.732112365,-1.363197763,1.096855069,-0.917593042,196,3.23e-05,0.841,1,21.45948,3.2,174,2.22,436.51476,4493,1839,2777,"Diesel",0.398611950716168,0.636175509849885,1.28071112958639,0.780444055149337,"United States",0.0313760796279683,0.929999999999999,8.22907327854676,380.85,-10.2787828987812
"40_1_2010",2010,"Jeep","Cherokee",2,"40_1",1.947019221,1.320766964,-0.3776422,0.667349444,2.390743925,-0.601664474,-1.191872345,-0.699650087,0.229707413,-0.967238751,0.087384436,-1.81442895,-2.097763937,0.567338038,-0.088969074,-1.309961967,-2.617360963,0.219171149,-2.204190517,-0.411373086,196,2.86e-05,0.75,2,22.15332,3.2,174,2.22,436.51476,4493,1839,2777,"Diesel",0.398611950716168,0.636175509849885,1.28071112958639,0.660360934509789,"United States",0.0178541158652911,0.37,5.55609179274787,456.7569,-10.3969405681514
"40_1_2011",2011,"Jeep","Cherokee",2,"40_1",-1.529468092,0.555105922,1.633775154,0.353919825,0.294081213,1.239016246,0.962008151,0.703615534,1.163145619,-1.741297831,0.349457717,-0.740008084,-0.373781196,-0.014625658,0.525102078,1.052433029,-0.417643331,0.7535675,0.927466182,1.014258354,196,1.15e-05,0.304,3,23.14452,3.2,174,2.22,436.51476,4493,1839,2777,"Diesel",0.398611950716168,0.636175509849885,1.28071112958639,0.54295940074849,"United States",0.0242081190530716,7.15,5.68560206301296,545.4169,-11.3094081357944
"40_1_2012",2012,"Jeep","Cherokee",2,"40_1",-1.311466834,0.118637606,-0.09922123,-0.065477621,0.134525067,0.949849919,0.660580695,-0.669475755,1.042520021,0.246790518,0.598234551,-0.454673216,-0.934065172,-0.509361506,-1.423261399,-0.19032478,-0.770377419,-0.88423031,1.333861214,2.840491274,196,2.22e-05,0.592,4,23.81358,3.2,174,2.22,436.51476,4493,1839,2777,"Diesel",0.398611950716168,0.636175509849885,1.28071112958639,0.515237708479205,"United States",0.0317614900902797,8.12,6.66950893092428,661.7217,-10.6466411500371
"40_1_2013",2013,"Jeep","Cherokee",2,"40_1",-0.780742151,-1.427663872,-0.059290124,-2.197464677,-2.214602918,-1.115164416,0.630308858,0.529963259,1.925238056,0.394395434,1.342952915,-0.716356522,1.134459077,1.077784752,-1.234209575,-0.360965484,-0.027995877,-0.166746899,0.27739135,0.282433387,196,5.14e-06,0.137,5,24.4083,3.2,174,2.22,436.51476,4493,1839,2777,"Diesel",0.398611950716168,0.636175509849885,1.28071112958639,0.508323262135655,"United States",0.0331909159869026,6.16,6.18068865167099,769.2117,-12.1002126990816
"40_1_2014",2014,"Jeep","Cherokee",2,"40_1",0.68396291,0.322250769,0.128182883,-0.899658211,0.721879244,0.264481548,0.240959732,-0.041230851,0.927314723,-0.639066487,0.990636412,1.184753263,0.225058671,-1.050813005,-0.098300842,3.014289004,-0.54835018,-0.540018826,-0.375336014,-0.084651018,196,4.56e-05,1.218,6,25.98,5.3,138,1.39,386.469886,4623,1859,1956,"Diesel",0.357078274398849,0.506119641104456,1.33209843785915,0.873472047802313,"United States",0.0208728435547513,12.78,8.57590844866698,281.3667,-9.91021325046633
"40_1_2015",2015,"Jeep","Cherokee",2,"40_1",-1.57700585,-0.405192958,0.598870642,0.260497688,-0.520108484,0.412977629,0.445731192,0.447519302,-0.679591145,-0.096399867,-0.667293767,-1.083877851,0.564679718,-0.167290329,0.131531725,0.45119397,0.039532651,-1.392973682,0.104433779,-0.297587006,196,7.85e-05,2.122,7,25.98,5.3,138,1.39,386.469886,4623,1859,1956,"Diesel",0.357078274398849,0.506119641104456,1.33209843785915,1.01381851409061,"United States",0.111888218937717,10.76,9.91824880252992,282.9705,-9.36179994904606
"40_1_2016",2016,"Jeep","Cherokee",2,"40_1",-0.002645885,0.552882419,0.801288351,1.497060169,-1.106127396,0.451574938,-0.846586449,-1.07110458,-0.650897467,1.013576338,-1.06545167,1.728210028,1.490141625,0.032443933,0.237343994,1.645344169,-0.36825757,0.259652664,0.427349093,-1.240281736,196,5.49e-05,1.487,8,28.4981,5.3,138,1.39,403.004536,4623,1859,1956,"Diesel",0.342427907560822,0.48535433854273,1.33209843785915,1.04851469006176,"United States",0.141503506795548,10.76,11.8593005200506,285.125,-9.71772821245657
"40_1_2017",2017,"Jeep","Cherokee",2,"40_1",0.568110952,-0.856178223,-0.81194208,0.986571815,0.101578742,0.75709977,0.542302647,0.325510527,-0.016634093,-0.422206927,-0.82977922,-0.051871258,0.423801394,-0.636522711,-1.325407107,1.021910907,-0.383921996,0.46182545,-1.093481458,1.451270972,196,2.05e-05,0.558,9,29.2622,5.3,138,1.39,403.004536,4623,1859,1956,"Diesel",0.342427907560822,0.48535433854273,1.33209843785915,0.937984634227238,"United States",0.141503506795548,10.76,10.7957175313449,290.6211,-10.711246156971
"40_3_2008",2008,"Jeep","Compass",2,"40_3",1.380097336,0.318746639,0.629056394,1.562425813,-1.910735255,-2.12220557,-0.50201647,-1.743781242,0.491792267,-0.462198482,-0.314303197,-0.738206433,0.406569286,-0.507310901,-0.204432901,-0.01611353,0.05025717,0.017444068,2.223994327,-0.180702759,197,5.26e-06,0.136,0,15.572095,3.3,168,2.02,338.40917,4405,1810,2359,"Petrol",0.496440448111971,0.697085129223892,1.23582655634204,0.800963336875439,"United States",0.0717531614223459,0.81,7.31511140084491,249.89,-12.0964938972944
"40_3_2011",2011,"Jeep","Compass",2,"40_3",-1.875904543,0.582723574,0.809641757,0.815671957,0.916510861,0.71483697,-0.846880851,-1.922141751,0.388581214,-0.897426279,-0.052425321,-0.520789726,0.905767112,0.36920346,0.925741709,0.580023189,0.727233612,0.377532372,1.105283616,-0.123233619,197,3.36e-05,0.887,3,16.98012,3.7,154,1.75,313.937888,4465,1812,1998,"Petrol",0.49054289363124,0.636431624334556,1.25404376245098,0.653170241419073,"United States",0.0717829803356437,4.95,6.48413577026429,318.7369,-10.2372291041945
"40_3_2012",2012,"Jeep","Compass",2,"40_3",-0.075406683,-0.357481334,0.513005355,-0.928767385,1.590988568,2.336332577,-1.132288512,0.806159403,-0.283195478,0.354154896,1.233857312,0.83892125,1.624759876,0.273909312,0.848380856,0.257796694,-0.421086265,0.960826791,-0.398155553,-0.294999834,197,3.35e-05,0.892,4,17.47098,3.7,154,1.75,313.937888,4465,1812,1998,"Petrol",0.49054289363124,0.636431624334556,1.25404376245098,0.623891497093991,"United States",0.0743162777864042,4.87,7.28280089528679,398.0917,-10.2351880000844
"40_3_2013",2013,"Jeep","Compass",2,"40_3",-0.106327027,-2.502549223,0.463720685,0.325105731,-0.122042698,0.883046946,2.026604727,-0.784453451,0.553425578,2.086267328,-0.501079093,0.359148399,-1.714719216,1.018462816,0.12446272,-0.33980578,0.306418242,-1.010118572,1.732864644,-0.316129557,197,2.15e-05,0.574,5,17.9073,3.7,154,1.75,313.937888,4465,1812,1998,"Petrol",0.49054289363124,0.636431624334556,1.25404376245098,0.615170327183054,"United States",0.0640246234416574,3.91,6.77704867623731,468.0817,-10.669212843415
"40_3_2014",2014,"Jeep","Compass",2,"40_3",-1.944123359,-0.783610773,0.509406385,-1.20370062,0.987476932,-0.942828844,-0.373774125,-1.275698245,-1.652165084,2.447851577,-0.527195311,-0.994074629,0.999474652,-1.231719146,-1.894099811,-0.4974213,1.232800386,0.490927741,-1.661065601,-0.693817594,197,1.62e-05,0.434,6,18.18,3.7,154,1.75,313.937888,4465,1812,1998,"Petrol",0.49054289363124,0.636431624334556,1.25404376245098,0.638766162361733,"United States",0.0882908278069689,5.74,7.41575345797651,560.0547,-10.9451097247483
"40_4_2013",2013,"Jeep","Grand Cherokee",2,"40_4",0.287393462,-0.392423113,-1.376922644,-1.735279988,0.478181152,0.423499158,-1.081408185,0.754136247,0.073693003,2.096738678,0.188829286,-1.084361945,-2.282317232,-0.88082612,-2.291314674,0.328211553,-0.756943474,-0.330214337,-0.530432253,-1.766648524,198,3.46e-05,0.922,5,37.425075,3.4,237,2.18,500.889664,4822,1943,2987,"Diesel",0.473158096550381,0.596338917466662,1.45222210283967,0.540093466019133,"United States",0.0491219620849121,4.84,6.36360779005768,634.8397,-10.193412096485
"40_4_2014",2014,"Jeep","Grand Cherokee",2,"40_4",-0.223320179,1.111018055,0.886789019,1.259633802,1.184255675,1.117663925,-0.313475887,0.538963497,-0.071711337,-0.780667616,1.825858291,0.881496443,-0.002159441,-0.085027836,0.331004493,-0.685071525,-0.895211522,-1.549073571,-0.466894636,-0.512334447,198,5.69e-05,1.522,6,38.405,3.7,188,1.98,513.235536,4828,1943,2987,"Diesel",0.366303552293386,0.581993995053375,1.45402909840521,0.609782372994068,"United States",0.0186560226822416,5.74,8.22522714949114,560.0547,-9.68882562585438
"40_4_2015",2015,"Jeep","Grand Cherokee",2,"40_4",-0.45884105,-0.111388645,0.81953063,-0.276971166,1.163948561,-0.350236939,-0.576406624,-0.443001292,-1.3641876,0.254817291,-0.878200339,-1.261316689,1.224276934,0.66536989,0.551155885,0.534492246,0.22122128,1.555942869,-1.23884143,0.287045624,198,5e-05,1.352,7,38.405,3.7,188,1.98,513.235536,4828,1943,2987,"Diesel",0.366303552293386,0.581993995053375,1.45402909840521,0.707760094742503,"United States",0.10576359007226,5,9.50709607909939,620.3465,-9.81287556840627
"40_4_2016",2016,"Jeep","Grand Cherokee",2,"40_4",-1.318772233,-0.400387288,-1.588229925,-1.730525817,0.198462402,-0.11631133,-2.12159363,0.796787201,0.968410095,-0.176574546,1.560422089,0.40854775,-1.217576573,1.925469541,1.691439027,-0.107277859,0.158652809,-2.107822117,0.739460374,-0.204700115,198,3.64e-05,0.986,8,47.10746,3.7,247,1.84,513.235536,4875,1943,2987,"Diesel",0.481260518172693,0.581993995053375,1.46818389700195,0.731981953439342,"United States",0.0771846891825726,5,7.90424223059265,646.853,-10.1286727863294
"40_4_2017",2017,"Jeep","Grand Cherokee",2,"40_4",0.199981073,1.605672068,-0.294790882,1.006842946,1.521206178,-0.266540074,-0.208143852,0.757032993,-0.927904302,-0.265969889,-0.685522377,-0.719846973,-0.758610995,0.823566153,0.601388952,1.002625467,-0.046808205,2.563565183,-0.110019615,0.587883967,198,3.16e-05,0.861,9,48.37052,3.7,247,1.84,513.235536,4875,1943,2987,"Diesel",0.481260518172693,0.581993995053375,1.46818389700195,0.654819461630336,"United States",0.0771846891825726,5,7.37921535353034,605.5331,-10.2785139225225
"40_5_2008",2008,"Jeep","Patriot",2,"40_5",-0.095223494,-1.31613013,0.472209133,0.242129149,0.972565195,1.758027382,2.229178815,-1.332393412,-0.803476553,0.852850821,-0.189963582,-0.214034758,0.691812869,1.172430639,0.035573936,2.114056475,0.003305264,-2.08141489,-0.761370629,0.521099529,199,5.07e-05,1.312,0,13.18779,3.3,168,1.96,354.94382,4408,1785,2359,"Petrol",0.473314340280668,0.664612219477437,1.21958715632474,0.800963336875439,"United States",0.045291753361397,0.81,6.79489094745103,249.89,-9.8306990134469
"40_5_2009",2009,"Jeep","Patriot",2,"40_5",0.807218555,1.019416117,3.008335478,0.856611964,-0.129046881,0.569619148,1.537702374,-0.562191614,-0.857165186,0.236056089,0.100502655,0.172415691,0.801982906,0.728428775,0.314719853,-0.659004521,-2.876868479,-1.700668379,-1.045183198,0.668154559,199,2.14e-05,0.557,1,13.48362,3.3,168,1.96,354.94382,4408,1785,2359,"Petrol",0.473314340280668,0.664612219477437,1.21958715632474,0.84165500824408,"United States",0.0446404611579293,0.73,8.33907480013723,345.05,-10.690459206982
"40_5_2010",2010,"Jeep","Patriot",2,"40_5",-0.088241585,0.941801973,-0.905485891,-0.514532225,-0.785884653,0.719831974,-2.457107406,-0.645140955,-0.518842731,0.64020279,0.713283234,-0.256333502,-1.026227697,0.897954188,0.096465541,1.628336611,-0.869611935,0.227508606,0.702276791,-0.575277904,199,2.89e-05,0.759,2,13.91958,3.3,168,1.96,354.94382,4408,1785,2359,"Petrol",0.473314340280668,0.664612219477437,1.21958715632474,0.694574610995012,"United States",0.0374098879636263,0.37,6.06517932373503,410.8309,-10.3865056908588
"40_5_2011",2011,"Jeep","Patriot",2,"40_5",1.212153594,-1.65371649,-0.446911841,0.337951105,0.894603149,-0.02175566,0.257815208,-1.806758834,1.034846127,0.757416089,-0.295532668,1.191162582,-0.065078185,2.45489704,0.652518509,1.508658941,-0.207954457,0.256439165,-0.096875871,0.080961494,199,1.5e-05,0.397,3,14.54238,3.3,168,1.96,354.94382,4408,1785,2359,"Petrol",0.473314340280668,0.664612219477437,1.21958715632474,0.582557242346741,"United States",0.0551450072221166,6.47,6.05520245907372,491.4009,-11.0437049700614
"40_6_2015",2015,"Jeep","Renegade",2,"40_6",0.049488167,-1.248462351,-0.542434673,-0.378088267,1.124565986,1.251786448,0.451747158,-0.130803817,1.122425763,-1.253322903,-1.813998242,-0.45072774,-1.144221988,-0.467968576,2.079290528,1.850829525,1.223925733,0.269361232,0.028109575,0.08119937,200,0.000217186,5.874,7,18.295,4.7,108,1.41,296.741852,4236,1805,1598,"Petrol",0.363952705936472,0.538515207487483,1.1851305501985,0.931135838936262,"United States",0.10725966559719,6.2,9.60799016092821,265.4865,-8.34414444457398
